Ville1,Ville2,Distance,Vitesse,Statut
93,774,245,124,non_utilisable
93,780,132,112,non_utilisable
93,789,443,128,utilisable
93,799,310,104,utilisable
93,800,397,112,utilisable
93,814,379,68,utilisable
93,818,141,118,utilisable
93,819,324,129,utilisable
93,825,472,84,non_utilisable
93,833,499,70,utilisable
93,834,383,63,utilisable
93,852,58,62,non_utilisable
93,860,466,71,utilisable
93,863,140,92,utilisable
93,866,394,76,utilisable
93,868,426,68,utilisable
93,873,431,118,utilisable
93,893,330,78,utilisable
93,899,359,83,utilisable
93,901,297,98,utilisable
93,911,202,105,utilisable
93,924,346,118,utilisable
93,933,213,88,utilisable
93,939,316,108,utilisable
93,959,369,61,utilisable
93,960,102,62,utilisable
93,961,314,111,utilisable
93,971,143,96,utilisable
94,103,56,100,non_utilisable
94,126,272,61,utilisable
94,128,72,79,utilisable
94,136,51,74,utilisable
94,139,409,75,non_utilisable
94,149,293,126,utilisable
94,177,250,97,non_utilisable
94,190,262,127,utilisable
94,196,266,123,utilisable
94,200,154,66,utilisable
94,201,231,101,non_utilisable
94,208,147,106,utilisable
94,216,200,73,utilisable
94,219,192,97,utilisable
94,232,366,80,utilisable
94,239,137,65,non_utilisable
94,240,447,86,utilisable
94,243,244,83,utilisable
94,269,364,112,utilisable
94,273,395,86,utilisable
94,277,291,76,utilisable
94,282,436,100,utilisable
94,287,465,127,utilisable
94,290,235,119,utilisable
94,316,296,67,utilisable
94,353,439,107,utilisable
94,366,422,118,utilisable
94,379,500,60,utilisable
94,381,404,103,utilisable
94,384,240,118,utilisable
94,398,148,95,utilisable
94,399,278,68,utilisable
94,419,185,75,utilisable
94,439,150,124,utilisable
94,450,324,63,utilisable
94,464,395,90,utilisable
94,473,161,118,utilisable
94,486,362,72,utilisable
94,507,453,90,utilisable
94,510,291,100,non_utilisable
94,569,124,78,non_utilisable
94,579,155,116,utilisable
94,588,252,77,utilisable
94,591,423,115,non_utilisable
94,607,362,78,utilisable
94,609,260,101,utilisable
94,619,376,61,utilisable
94,620,117,61,utilisable
94,642,487,101,utilisable
94,669,441,74,utilisable
94,693,172,125,utilisable
94,702,435,87,utilisable
94,712,117,98,utilisable
94,721,141,81,utilisable
94,738,91,107,utilisable
94,759,470,60,utilisable
94,780,80,76,utilisable
94,783,97,89,utilisable
94,787,196,103,utilisable
94,799,321,109,utilisable
94,808,267,99,non_utilisable
94,809,345,124,utilisable
94,832,458,61,utilisable
94,836,423,95,utilisable
94,841,290,126,utilisable
94,847,452,75,utilisable
94,854,181,125,utilisable
94,866,461,83,utilisable
94,878,397,107,non_utilisable
94,908,131,96,utilisable
94,919,216,62,utilisable
94,948,493,70,utilisable
94,956,166,105,utilisable
94,959,307,124,utilisable
94,999,465,78,utilisable
95,99,102,69,utilisable
95,108,339,100,non_utilisable
95,115,82,84,utilisable
95,133,91,60,utilisable
95,156,179,110,utilisable
95,166,195,104,utilisable
95,176,384,102,utilisable
95,222,245,88,non_utilisable
95,226,480,96,utilisable
95,228,223,92,utilisable
95,233,205,128,utilisable
95,241,242,73,non_utilisable
95,243,392,129,utilisable
95,254,140,128,utilisable
95,261,125,69,utilisable
95,262,258,124,utilisable
95,267,387,96,non_utilisable
95,271,290,120,utilisable
95,279,75,80,utilisable
95,290,65,85,utilisable
95,300,368,116,utilisable
95,310,338,123,utilisable
95,312,163,65,utilisable
95,319,70,63,non_utilisable
95,337,338,79,utilisable
95,338,345,64,utilisable
95,352,166,91,utilisable
95,367,300,74,utilisable
95,374,126,68,utilisable
95,420,397,116,utilisable
95,450,226,94,non_utilisable
95,458,64,103,utilisable
95,461,312,77,utilisable
95,471,411,121,non_utilisable
95,472,406,63,utilisable
95,486,189,94,non_utilisable
95,494,109,90,utilisable
95,499,239,75,utilisable
95,517,415,127,utilisable
95,522,121,107,utilisable
95,529,415,104,non_utilisable
95,530,193,80,utilisable
95,536,340,111,utilisable
95,540,392,73,utilisable
95,545,135,88,utilisable
95,552,447,122,utilisable
95,562,149,75,non_utilisable
95,566,353,108,utilisable
95,567,252,81,utilisable
95,574,85,77,non_utilisable
95,576,55,68,utilisable
95,578,130,83,utilisable
95,588,440,120,utilisable
95,593,55,79,utilisable
95,595,164,82,utilisable
95,625,168,73,utilisable
95,648,65,97,utilisable
95,662,399,76,utilisable
95,677,251,62,utilisable
95,682,223,85,non_utilisable
95,684,176,82,utilisable
95,692,412,116,utilisable
95,711,329,106,utilisable
95,715,194,128,utilisable
95,722,151,94,utilisable
95,740,384,120,utilisable
95,754,294,94,utilisable
95,766,398,107,utilisable
95,794,344,68,utilisable
95,800,486,95,utilisable
95,817,69,89,utilisable
95,819,296,86,utilisable
95,820,63,79,utilisable
95,840,280,123,utilisable
95,851,193,86,non_utilisable
95,860,496,88,utilisable
95,881,52,130,utilisable
95,892,444,125,utilisable
95,901,114,118,utilisable
95,911,86,65,utilisable
95,920,243,71,utilisable
95,924,107,93,utilisable
95,926,199,100,non_utilisable
95,929,163,102,utilisable
95,931,250,62,utilisable
95,952,492,82,non_utilisable
95,953,380,90,utilisable
95,956,55,106,utilisable
95,960,107,117,utilisable
95,964,343,127,utilisable
95,976,247,124,utilisable
95,981,374,70,utilisable
95,991,73,68,utilisable
96,114,216,69,utilisable
96,115,350,97,utilisable
96,139,415,115,utilisable
96,144,155,101,utilisable
96,157,173,70,utilisable
96,159,389,120,utilisable
96,169,328,62,utilisable
96,171,106,128,utilisable
96,172,140,123,utilisable
96,190,486,105,utilisable
96,192,135,76,utilisable
96,196,212,78,utilisable
96,201,185,103,utilisable
96,209,348,76,utilisable
96,237,56,78,utilisable
96,246,81,125,utilisable
96,255,165,94,non_utilisable
96,265,365,114,utilisable
96,274,202,119,utilisable
96,279,207,120,utilisable
96,280,258,86,utilisable
96,300,415,76,non_utilisable
96,309,422,112,utilisable
96,360,136,88,utilisable
96,366,279,73,utilisable
96,372,151,63,utilisable
96,380,120,94,utilisable
96,384,348,117,utilisable
96,392,306,106,utilisable
96,401,138,83,utilisable
96,411,132,76,utilisable
96,428,483,106,utilisable
96,434,291,89,utilisable
96,448,454,64,non_utilisable
96,455,156,80,utilisable
96,457,221,119,non_utilisable
96,460,421,72,non_utilisable
96,466,318,123,utilisable
96,468,215,88,non_utilisable
96,472,110,109,non_utilisable
96,480,294,99,non_utilisable
96,487,459,86,utilisable
96,488,124,109,utilisable
96,504,224,88,utilisable
96,511,474,68,utilisable
96,534,239,119,utilisable
96,536,485,69,utilisable
96,541,465,97,non_utilisable
96,544,57,126,utilisable
96,558,212,70,utilisable
96,567,115,84,non_utilisable
96,571,100,89,utilisable
96,576,236,104,non_utilisable
96,586,448,118,utilisable
96,595,259,82,utilisable
96,598,64,123,utilisable
96,614,206,63,non_utilisable
96,642,218,74,utilisable
96,647,494,112,utilisable
96,649,238,96,utilisable
96,665,349,86,non_utilisable
96,672,72,99,utilisable
96,675,96,130,utilisable
96,687,432,75,utilisable
96,688,71,118,utilisable
96,695,139,107,utilisable
96,698,142,73,utilisable
96,711,489,129,non_utilisable
96,720,100,113,utilisable
96,737,123,107,non_utilisable
96,745,225,108,utilisable
96,755,219,106,utilisable
96,765,53,102,utilisable
96,767,343,65,utilisable
96,785,465,121,utilisable
96,790,63,67,utilisable
96,791,243,127,non_utilisable
96,792,278,112,utilisable
96,794,269,67,utilisable
96,811,243,72,utilisable
96,817,301,89,utilisable
96,819,284,61,utilisable
96,821,477,71,non_utilisable
96,825,148,90,utilisable
96,879,183,114,non_utilisable
96,880,160,82,utilisable
96,882,443,106,utilisable
96,886,347,71,non_utilisable
96,890,301,92,non_utilisable
96,894,201,119,utilisable
96,901,175,121,utilisable
96,910,255,69,non_utilisable
96,918,278,69,utilisable
96,921,209,121,non_utilisable
96,933,341,92,utilisable
96,942,411,80,utilisable
96,949,376,118,utilisable
96,958,429,123,utilisable
96,972,358,108,utilisable
96,984,392,106,utilisable
96,991,76,68,utilisable
96,993,473,71,utilisable
96,999,335,100,utilisable
97,141,485,81,non_utilisable
97,150,137,112,non_utilisable
97,169,439,70,utilisable
97,197,434,62,utilisable
97,208,238,93,utilisable
97,221,487,107,utilisable
97,231,77,108,utilisable
97,237,92,85,utilisable
97,248,388,120,utilisable
97,255,52,72,utilisable
97,272,362,79,utilisable
97,293,218,109,utilisable
97,296,399,61,utilisable
97,300,71,62,utilisable
97,303,322,121,non_utilisable
97,315,62,86,utilisable
97,316,287,114,utilisable
97,331,316,112,utilisable
97,347,316,60,utilisable
97,350,459,74,non_utilisable
97,351,425,60,utilisable
97,354,241,126,non_utilisable
97,361,404,98,utilisable
97,363,346,130,utilisable
97,375,375,71,utilisable
97,376,499,98,utilisable
97,392,178,73,utilisable
97,398,268,99,utilisable
97,411,425,90,non_utilisable
97,420,308,87,utilisable
97,441,67,107,utilisable
97,444,279,100,utilisable
97,454,167,88,utilisable
97,456,475,118,utilisable
97,476,51,106,utilisable
97,479,141,126,utilisable
97,486,192,85,utilisable
97,494,425,71,non_utilisable
97,510,325,63,utilisable
97,513,154,76,utilisable
97,527,123,98,utilisable
97,554,351,96,utilisable
97,555,160,64,utilisable
97,556,73,62,utilisable
97,558,346,89,utilisable
97,592,159,124,utilisable
97,593,131,98,utilisable
97,597,332,128,utilisable
97,602,319,74,utilisable
97,609,271,105,utilisable
97,635,184,114,non_utilisable
97,642,69,73,utilisable
97,644,353,129,utilisable
97,656,274,128,utilisable
97,663,274,86,utilisable
97,678,414,99,utilisable
97,688,315,129,utilisable
97,698,314,124,utilisable
97,703,382,108,utilisable
97,721,116,118,utilisable
97,728,377,125,utilisable
97,730,421,115,utilisable
97,744,403,116,utilisable
97,769,247,122,utilisable
97,781,93,122,utilisable
97,783,421,104,utilisable
97,788,144,119,utilisable
97,789,79,124,utilisable
97,812,104,62,utilisable
97,817,218,107,utilisable
97,819,330,122,utilisable
97,821,327,78,utilisable
97,830,451,60,utilisable
97,833,322,116,non_utilisable
97,837,96,84,non_utilisable
97,843,435,67,utilisable
97,854,499,97,utilisable
97,858,135,129,non_utilisable
97,863,255,82,utilisable
97,870,489,82,utilisable
97,891,170,76,non_utilisable
97,895,338,101,utilisable
97,903,55,120,utilisable
97,919,296,110,utilisable
97,921,103,93,utilisable
97,923,163,83,non_utilisable
97,937,325,104,utilisable
97,951,64,65,utilisable
97,960,306,91,utilisable
97,980,188,110,utilisable
98,103,237,80,utilisable
98,113,108,92,utilisable
98,120,250,60,utilisable
98,128,311,130,non_utilisable
98,130,194,67,non_utilisable
98,134,119,119,utilisable
98,150,375,84,utilisable
98,162,254,85,utilisable
98,183,253,104,utilisable
98,185,496,115,utilisable
98,193,289,129,non_utilisable
98,211,170,117,utilisable
98,224,257,80,utilisable
98,235,56,74,utilisable
98,237,362,126,utilisable
98,249,261,118,utilisable
98,282,136,61,utilisable
98,285,203,109,non_utilisable
98,296,280,91,utilisable
98,302,260,80,utilisable
98,304,155,80,utilisable
98,319,301,113,utilisable
98,320,212,93,non_utilisable
98,322,373,88,utilisable
98,328,145,72,utilisable
98,356,470,90,utilisable
98,368,301,106,utilisable
98,385,271,99,non_utilisable
98,387,292,113,utilisable
98,393,402,79,utilisable
98,424,132,123,utilisable
98,432,50,129,utilisable
98,439,346,113,non_utilisable
98,440,390,98,utilisable
98,472,116,130,utilisable
98,486,320,66,utilisable
98,488,182,61,utilisable
98,498,405,64,non_utilisable
98,506,375,70,utilisable
98,513,148,69,utilisable
98,519,309,130,utilisable
98,524,120,88,non_utilisable
98,538,419,84,utilisable
98,564,199,94,utilisable
98,566,489,60,utilisable
98,568,479,107,non_utilisable
98,578,182,93,non_utilisable
98,584,79,63,utilisable
98,597,148,97,utilisable
98,599,74,128,utilisable
98,603,436,84,utilisable
98,633,121,84,utilisable
98,639,226,61,non_utilisable
98,644,212,114,non_utilisable
98,656,199,101,utilisable
98,660,414,125,utilisable
98,673,339,72,utilisable
98,676,256,127,utilisable
98,678,393,74,utilisable
98,702,284,72,utilisable
98,708,214,111,utilisable
98,710,408,64,utilisable
98,718,261,87,utilisable
98,726,447,122,non_utilisable
98,738,485,97,utilisable
98,742,168,123,utilisable
98,743,389,109,utilisable
98,748,114,70,non_utilisable
98,754,187,128,utilisable
98,755,243,101,non_utilisable
98,763,87,121,utilisable
98,819,243,77,utilisable
98,826,437,120,utilisable
98,842,140,95,utilisable
98,845,147,83,utilisable
98,857,359,98,utilisable
98,860,477,98,utilisable
98,886,487,65,non_utilisable
98,921,184,118,utilisable
98,926,378,117,utilisable
98,940,342,75,utilisable
98,951,112,89,non_utilisable
98,973,84,101,utilisable
98,986,386,86,utilisable
98,987,53,107,utilisable
98,994,372,123,utilisable
99,110,151,99,utilisable
99,126,306,75,utilisable
99,129,324,69,utilisable
99,133,422,81,utilisable
99,143,283,87,utilisable
99,160,79,61,utilisable
99,212,246,128,utilisable
99,218,64,126,utilisable
99,224,265,128,utilisable
99,234,231,130,non_utilisable
99,237,186,81,utilisable
99,263,321,118,utilisable
99,265,430,79,utilisable
99,275,229,74,non_utilisable
99,286,456,109,non_utilisable
99,306,97,129,utilisable
99,315,443,100,utilisable
99,318,68,87,utilisable
99,324,486,122,non_utilisable
99,349,369,95,utilisable
99,351,204,89,utilisable
99,367,62,115,utilisable
99,375,286,111,utilisable
99,380,158,60,non_utilisable
99,386,187,81,utilisable
99,401,369,86,utilisable
99,404,263,86,non_utilisable
99,406,249,74,non_utilisable
99,412,395,106,non_utilisable
99,425,276,127,non_utilisable
99,449,443,93,utilisable
99,454,70,105,utilisable
99,460,412,115,utilisable
99,468,399,128,utilisable
99,470,308,74,utilisable
99,485,294,120,utilisable
99,505,97,94,utilisable
99,524,489,94,utilisable
99,535,419,94,utilisable
99,536,398,88,utilisable
99,548,167,85,utilisable
99,553,107,109,utilisable
99,563,454,104,utilisable
99,565,147,108,non_utilisable
99,611,71,104,utilisable
99,612,347,108,non_utilisable
99,616,405,94,non_utilisable
99,630,304,70,utilisable
99,632,384,118,utilisable
99,635,173,86,utilisable
99,650,330,99,utilisable
99,652,373,80,non_utilisable
99,671,187,107,utilisable
99,700,450,75,utilisable
99,724,481,95,utilisable
99,725,380,80,utilisable
99,745,392,102,non_utilisable
99,753,193,81,utilisable
99,754,333,117,utilisable
99,756,350,77,utilisable
99,767,443,98,utilisable
99,774,245,68,utilisable
99,794,273,64,utilisable
99,800,408,100,utilisable
99,802,140,110,utilisable
99,811,422,123,utilisable
99,812,486,95,non_utilisable
99,816,199,126,utilisable
99,848,272,65,utilisable
99,849,338,113,utilisable
99,853,155,95,non_utilisable
99,862,144,120,utilisable
99,867,120,124,non_utilisable
99,876,332,66,non_utilisable
99,887,498,107,utilisable
99,940,81,119,utilisable
99,951,208,77,utilisable
99,952,86,86,utilisable
99,974,168,93,utilisable
99,981,339,65,utilisable
99,996,184,121,utilisable
100,101,313,91,utilisable
100,113,357,70,utilisable
100,120,245,85,utilisable
100,121,68,112,utilisable
100,128,132,64,non_utilisable
100,144,62,77,non_utilisable
100,155,395,118,utilisable
100,159,92,98,utilisable
100,160,324,106,utilisable
100,172,389,115,utilisable
100,196,432,86,utilisable
100,198,351,115,utilisable
100,202,157,96,utilisable
100,204,475,124,non_utilisable
100,212,339,62,utilisable
100,240,239,94,utilisable
100,261,249,99,utilisable
100,272,309,87,utilisable
100,284,371,66,utilisable
100,286,248,129,utilisable
100,297,362,67,utilisable
100,301,65,86,non_utilisable
100,315,182,114,utilisable
100,320,107,86,utilisable
100,325,259,66,non_utilisable
100,326,303,120,utilisable
100,327,367,64,utilisable
100,336,171,127,non_utilisable
100,356,493,103,utilisable
100,375,77,100,utilisable
100,393,248,91,utilisable
100,401,327,94,utilisable
100,402,432,127,utilisable
100,410,382,126,utilisable
100,412,435,82,utilisable
100,422,223,62,utilisable
100,432,330,87,non_utilisable
100,435,234,78,utilisable
100,451,355,110,non_utilisable
100,452,371,128,utilisable
100,459,198,106,non_utilisable
100,460,105,121,non_utilisable
100,469,271,122,utilisable
100,471,286,62,utilisable
100,478,358,72,utilisable
100,479,455,87,utilisable
100,484,493,125,utilisable
100,485,428,130,utilisable
100,497,371,121,utilisable
100,505,202,87,utilisable
100,547,237,72,utilisable
100,549,316,114,utilisable
100,555,280,89,non_utilisable
100,560,51,103,utilisable
100,564,340,112,utilisable
100,574,209,104,utilisable
100,580,340,124,utilisable
100,582,66,115,non_utilisable
100,586,284,94,non_utilisable
100,593,330,88,non_utilisable
100,598,494,66,utilisable
100,600,316,80,utilisable
100,602,359,119,utilisable
100,605,405,63,utilisable
100,607,349,94,utilisable
100,622,411,111,utilisable
100,629,50,68,non_utilisable
100,633,113,109,utilisable
100,652,271,122,utilisable
100,656,434,61,utilisable
100,658,431,119,utilisable
100,663,455,108,utilisable
100,670,353,60,non_utilisable
100,676,396,88,utilisable
100,678,397,102,non_utilisable
100,680,61,67,utilisable
100,684,254,102,utilisable
100,726,260,119,non_utilisable
100,729,387,114,utilisable
100,733,275,79,utilisable
100,734,203,85,utilisable
100,740,329,94,utilisable
100,744,157,108,utilisable
100,748,129,86,non_utilisable
100,749,57,89,utilisable
100,759,178,108,utilisable
100,771,78,86,utilisable
100,772,285,79,utilisable
100,792,172,83,utilisable
100,796,265,124,utilisable
100,823,61,69,utilisable
100,851,432,102,utilisable
100,860,75,77,utilisable
100,871,55,98,utilisable
100,875,429,104,utilisable
100,894,137,86,utilisable
100,899,498,127,utilisable
100,921,305,86,utilisable
100,950,183,64,utilisable
100,967,345,97,non_utilisable
100,973,146,100,utilisable
100,982,177,65,utilisable
100,987,301,100,utilisable
100,988,295,127,utilisable
101,102,247,96,utilisable
101,104,453,98,non_utilisable
101,120,67,112,utilisable
101,150,478,66,non_utilisable
101,160,498,105,non_utilisable
101,186,384,114,utilisable
101,199,426,77,utilisable
101,215,362,108,utilisable
101,224,226,89,utilisable
101,227,204,62,utilisable
101,230,424,97,utilisable
101,238,304,120,utilisable
101,251,468,130,non_utilisable
101,256,295,112,non_utilisable
101,257,446,128,utilisable
101,269,425,127,non_utilisable
101,282,302,89,utilisable
101,295,244,113,non_utilisable
101,298,438,92,utilisable
101,307,499,123,non_utilisable
101,328,121,102,non_utilisable
101,342,451,109,utilisable
101,345,145,66,utilisable
101,382,302,104,utilisable
101,387,158,113,utilisable
101,393,436,64,utilisable
101,396,451,110,utilisable
101,397,320,72,non_utilisable
101,406,127,65,utilisable
101,422,133,93,utilisable
101,438,273,73,utilisable
101,453,201,75,utilisable
101,454,377,92,utilisable
101,464,348,112,non_utilisable
101,467,388,126,utilisable
101,471,452,83,utilisable
101,472,126,107,utilisable
101,483,222,123,utilisable
101,490,52,130,utilisable
101,501,467,63,utilisable
101,517,153,117,utilisable
101,531,50,70,utilisable
101,544,207,96,non_utilisable
101,545,382,83,non_utilisable
101,558,425,106,non_utilisable
101,559,408,102,non_utilisable
101,566,346,69,non_utilisable
101,577,271,72,utilisable
101,586,103,123,utilisable
101,587,214,72,utilisable
101,598,423,105,non_utilisable
101,616,446,110,utilisable
101,623,190,61,utilisable
101,636,221,84,utilisable
101,639,98,60,utilisable
101,641,51,107,utilisable
101,667,167,79,non_utilisable
101,669,472,62,utilisable
101,674,174,125,utilisable
101,690,488,124,utilisable
101,724,303,111,utilisable
101,727,395,74,utilisable
101,740,131,70,utilisable
101,742,270,127,utilisable
101,745,473,114,utilisable
101,751,311,88,non_utilisable
101,753,224,90,utilisable
101,757,458,96,utilisable
101,782,224,129,utilisable
101,784,179,125,utilisable
101,811,392,115,utilisable
101,813,189,65,utilisable
101,818,395,68,utilisable
101,851,239,105,utilisable
101,876,379,106,utilisable
101,880,199,119,non_utilisable
101,891,485,104,utilisable
101,911,139,130,utilisable
101,912,297,121,utilisable
101,913,398,79,utilisable
101,918,227,127,utilisable
101,939,239,64,utilisable
101,966,328,75,utilisable
101,968,187,114,utilisable
101,972,261,68,utilisable
101,974,261,78,utilisable
101,984,295,124,utilisable
102,104,106,86,utilisable
102,108,255,79,utilisable
102,132,190,77,utilisable
102,161,219,108,non_utilisable
102,168,126,106,utilisable
102,171,55,120,utilisable
102,179,286,91,utilisable
102,193,343,83,utilisable
102,194,254,126,utilisable
102,214,472,106,utilisable
102,233,390,124,non_utilisable
102,257,242,74,non_utilisable
102,261,247,120,utilisable
102,264,385,107,utilisable
102,265,56,121,non_utilisable
102,272,258,61,utilisable
102,291,102,116,utilisable
102,292,481,100,utilisable
102,297,453,86,utilisable
102,301,57,76,utilisable
102,347,70,101,utilisable
102,349,328,88,utilisable
102,376,258,116,utilisable
102,380,477,114,utilisable
102,395,195,69,non_utilisable
102,406,212,60,utilisable
102,417,349,116,non_utilisable
102,427,186,96,utilisable
102,436,204,99,utilisable
102,467,343,94,utilisable
102,483,79,67,utilisable
102,494,203,100,utilisable
102,505,274,120,utilisable
102,524,79,93,utilisable
102,542,319,110,utilisable
102,557,246,127,utilisable
102,576,451,123,utilisable
102,596,93,78,utilisable
102,607,367,111,utilisable
102,629,498,121,non_utilisable
102,632,68,118,utilisable
102,634,158,71,utilisable
102,644,491,118,non_utilisable
102,654,192,102,utilisable
102,668,154,122,utilisable
102,669,241,84,utilisable
102,682,314,100,utilisable
102,711,131,78,utilisable
102,736,138,95,utilisable
102,741,175,100,utilisable
102,753,434,92,utilisable
102,760,160,127,non_utilisable
102,781,494,118,utilisable
102,816,262,92,utilisable
102,820,288,130,utilisable
102,822,205,84,non_utilisable
102,825,316,88,utilisable
102,841,395,79,non_utilisable
102,852,198,115,utilisable
102,867,62,114,utilisable
102,889,89,93,utilisable
102,890,122,129,utilisable
102,910,75,74,non_utilisable
102,917,484,72,utilisable
102,923,348,106,utilisable
102,934,214,78,utilisable
102,938,304,70,utilisable
102,939,403,94,utilisable
102,944,281,71,utilisable
102,957,124,102,non_utilisable
102,962,109,128,non_utilisable
102,965,50,72,utilisable
102,970,188,115,utilisable
102,979,92,61,utilisable
102,983,326,61,non_utilisable
103,109,135,86,utilisable
103,126,219,69,utilisable
103,142,485,122,utilisable
103,149,312,107,utilisable
103,151,484,70,utilisable
103,180,405,112,utilisable
103,206,250,105,utilisable
103,208,196,98,utilisable
103,211,307,120,utilisable
103,213,303,66,non_utilisable
103,232,481,117,utilisable
103,242,309,77,utilisable
103,249,367,69,utilisable
103,258,181,105,utilisable
103,276,394,114,utilisable
103,285,105,66,utilisable
103,304,438,98,utilisable
103,318,438,127,non_utilisable
103,327,320,102,utilisable
103,331,185,130,utilisable
103,333,492,87,utilisable
103,334,188,111,utilisable
103,338,113,72,utilisable
103,353,439,101,utilisable
103,359,209,89,non_utilisable
103,372,420,99,non_utilisable
103,375,437,84,utilisable
103,379,92,88,utilisable
103,385,363,98,utilisable
103,386,222,104,utilisable
103,395,369,112,utilisable
103,399,464,74,utilisable
103,400,408,75,utilisable
103,404,294,104,utilisable
103,405,431,121,non_utilisable
103,415,478,79,utilisable
103,427,146,108,utilisable
103,432,297,98,utilisable
103,456,296,65,utilisable
103,482,206,68,utilisable
103,484,172,81,utilisable
103,487,93,89,utilisable
103,497,238,106,utilisable
103,545,498,71,non_utilisable
103,553,95,107,non_utilisable
103,563,321,76,utilisable
103,571,195,60,utilisable
103,580,247,95,utilisable
103,583,456,76,utilisable
103,587,59,97,non_utilisable
103,595,332,73,utilisable
103,604,112,85,non_utilisable
103,612,474,114,utilisable
103,628,247,82,non_utilisable
103,635,324,116,utilisable
103,648,269,107,non_utilisable
103,676,298,68,utilisable
103,689,465,96,utilisable
103,706,318,109,utilisable
103,710,76,63,utilisable
103,712,199,91,utilisable
103,713,368,90,utilisable
103,714,390,66,utilisable
103,723,115,109,utilisable
103,725,392,129,non_utilisable
103,735,425,64,utilisable
103,739,411,63,utilisable
103,741,102,84,utilisable
103,754,383,109,utilisable
103,758,384,103,utilisable
103,785,195,63,utilisable
103,809,65,92,non_utilisable
103,820,214,130,utilisable
103,821,352,104,utilisable
103,825,257,112,utilisable
103,840,426,105,utilisable
103,841,353,60,utilisable
103,850,72,126,non_utilisable
103,856,453,112,non_utilisable
103,865,113,71,non_utilisable
103,871,388,77,non_utilisable
103,875,224,89,utilisable
103,909,366,99,utilisable
103,911,437,92,utilisable
103,941,245,126,utilisable
103,955,433,112,utilisable
103,973,348,129,utilisable
103,980,306,108,utilisable
103,984,243,127,non_utilisable
103,992,361,90,utilisable
104,135,355,79,non_utilisable
104,171,249,107,utilisable
104,180,413,106,utilisable
104,194,203,109,utilisable
104,207,139,117,non_utilisable
104,246,444,104,utilisable
104,271,338,120,non_utilisable
104,272,124,92,utilisable
104,285,109,122,utilisable
104,304,385,70,utilisable
104,310,361,101,utilisable
104,315,150,96,utilisable
104,317,476,90,utilisable
104,339,403,62,utilisable
104,341,180,96,utilisable
104,359,119,127,non_utilisable
104,361,95,80,utilisable
104,367,251,91,utilisable
104,392,54,74,utilisable
104,407,135,110,utilisable
104,412,381,130,utilisable
104,415,471,78,non_utilisable
104,423,468,120,utilisable
104,426,370,87,utilisable
104,429,459,82,utilisable
104,447,400,68,utilisable
104,455,178,123,utilisable
104,458,362,119,utilisable
104,483,497,108,utilisable
104,508,154,64,utilisable
104,510,70,92,utilisable
104,527,445,64,utilisable
104,529,456,79,utilisable
104,540,318,100,utilisable
104,547,397,60,utilisable
104,553,365,71,utilisable
104,555,332,112,utilisable
104,562,285,122,non_utilisable
104,564,378,63,utilisable
104,568,163,83,utilisable
104,593,177,79,utilisable
104,619,342,108,utilisable
104,633,50,108,non_utilisable
104,639,96,122,utilisable
104,645,425,87,utilisable
104,646,497,73,non_utilisable
104,649,198,118,utilisable
104,651,438,110,utilisable
104,691,195,124,non_utilisable
104,698,86,123,utilisable
104,706,226,121,utilisable
104,711,414,92,utilisable
104,727,161,120,non_utilisable
104,740,221,82,utilisable
104,747,151,83,utilisable
104,749,433,114,utilisable
104,755,359,100,utilisable
104,757,350,116,utilisable
104,759,368,97,utilisable
104,778,482,65,non_utilisable
104,782,369,85,utilisable
104,784,235,110,utilisable
104,794,355,125,non_utilisable
104,814,299,105,non_utilisable
104,815,92,116,utilisable
104,839,174,88,utilisable
104,842,294,65,utilisable
104,852,368,111,non_utilisable
104,879,102,120,utilisable
104,885,187,85,utilisable
104,891,108,91,non_utilisable
104,909,164,83,utilisable
104,910,349,123,utilisable
104,911,297,124,utilisable
104,932,147,125,utilisable
104,939,370,96,utilisable
104,950,108,89,utilisable
104,958,463,116,utilisable
104,963,205,113,utilisable
104,968,295,123,non_utilisable
104,987,127,96,utilisable
105,115,157,105,non_utilisable
105,130,83,61,non_utilisable
105,132,448,126,utilisable
105,158,168,80,non_utilisable
105,167,85,65,utilisable
105,174,210,92,non_utilisable
105,199,343,118,utilisable
105,214,422,67,utilisable
105,215,64,102,utilisable
105,224,232,126,utilisable
105,227,193,64,non_utilisable
105,232,430,121,utilisable
105,234,307,78,utilisable
105,241,158,117,utilisable
105,253,64,60,utilisable
105,269,94,66,utilisable
105,279,228,102,utilisable
105,281,321,85,utilisable
105,283,94,104,utilisable
105,299,150,80,non_utilisable
105,308,298,78,utilisable
105,320,287,97,utilisable
105,321,72,60,utilisable
105,327,242,105,utilisable
105,347,327,105,utilisable
105,351,57,112,utilisable
105,353,243,64,utilisable
105,354,127,114,non_utilisable
105,355,74,104,utilisable
105,372,443,120,utilisable
105,381,395,64,utilisable
105,388,96,129,utilisable
105,398,317,81,utilisable
105,403,58,68,utilisable
105,413,167,100,utilisable
105,414,469,127,utilisable
105,429,166,88,non_utilisable
105,445,288,92,utilisable
105,450,81,80,non_utilisable
105,454,451,61,utilisable
105,468,402,84,utilisable
105,519,444,107,utilisable
105,523,352,78,non_utilisable
105,534,56,73,utilisable
105,549,228,76,utilisable
105,577,144,94,utilisable
105,586,220,108,utilisable
105,604,421,122,utilisable
105,607,382,77,utilisable
105,611,317,80,utilisable
105,620,84,108,utilisable
