Ville1,Ville2,Distance,Vitesse,Statut
55,458,239,118,utilisable
55,459,179,129,utilisable
55,460,198,120,utilisable
55,466,452,60,utilisable
55,483,180,107,utilisable
56,72,292,88,utilisable
56,90,446,80,utilisable
56,101,446,124,utilisable
56,142,392,95,utilisable
56,148,442,89,utilisable
56,157,171,114,utilisable
56,167,279,77,non_utilisable
56,178,213,92,non_utilisable
56,184,427,63,utilisable
56,198,116,114,non_utilisable
56,230,447,127,utilisable
56,231,135,88,utilisable
56,236,330,129,utilisable
56,242,175,113,non_utilisable
56,257,392,62,utilisable
56,263,488,129,utilisable
56,279,333,104,non_utilisable
56,283,274,124,utilisable
56,289,193,97,utilisable
56,304,457,108,utilisable
56,320,114,124,utilisable
56,337,185,120,utilisable
56,341,379,88,utilisable
56,354,342,60,non_utilisable
56,361,127,128,utilisable
56,393,241,84,utilisable
56,395,143,126,utilisable
56,401,358,107,utilisable
56,412,96,115,non_utilisable
56,416,346,64,utilisable
56,420,425,71,utilisable
56,434,127,84,utilisable
56,468,240,82,utilisable
56,471,99,115,utilisable
56,472,88,88,utilisable
56,496,90,62,utilisable
56,498,349,70,utilisable
57,82,203,102,utilisable
57,91,173,95,utilisable
57,98,275,100,utilisable
57,114,370,107,utilisable
57,120,209,115,utilisable
57,123,286,97,utilisable
57,135,286,86,utilisable
57,148,321,81,utilisable
57,158,485,112,utilisable
57,164,356,94,utilisable
57,169,356,62,utilisable
57,170,307,106,non_utilisable
57,171,258,63,non_utilisable
57,176,296,118,utilisable
57,187,143,101,utilisable
57,191,495,127,utilisable
57,193,485,74,non_utilisable
57,197,331,124,non_utilisable
57,206,382,104,utilisable
57,209,292,83,utilisable
57,212,356,67,non_utilisable
57,240,200,130,utilisable
57,242,107,69,utilisable
57,270,220,82,non_utilisable
57,287,398,66,non_utilisable
57,315,320,67,utilisable
57,319,200,104,utilisable
57,320,429,87,utilisable
57,321,208,113,utilisable
57,336,339,88,utilisable
57,358,119,130,utilisable
57,362,423,66,utilisable
57,379,470,68,non_utilisable
57,392,253,112,utilisable
57,408,314,78,utilisable
57,441,442,127,utilisable
57,449,241,124,utilisable
57,454,373,110,utilisable
57,481,256,81,utilisable
57,487,64,82,non_utilisable
57,491,310,107,utilisable
57,492,466,80,non_utilisable
58,62,55,74,utilisable
58,63,473,87,non_utilisable
58,81,97,104,utilisable
58,82,486,114,utilisable
58,90,70,95,utilisable
58,95,184,107,non_utilisable
58,96,123,88,utilisable
58,100,53,63,non_utilisable
58,101,156,62,utilisable
58,118,145,69,non_utilisable
58,123,440,100,non_utilisable
58,129,117,107,utilisable
58,130,54,67,utilisable
58,134,468,65,non_utilisable
58,138,367,94,utilisable
58,156,392,72,utilisable
58,160,186,75,utilisable
58,165,292,127,non_utilisable
58,169,357,120,non_utilisable
58,170,386,119,utilisable
58,176,81,93,utilisable
58,178,427,102,non_utilisable
58,199,458,99,utilisable
58,202,477,115,utilisable
58,207,420,101,non_utilisable
58,208,65,89,utilisable
58,215,452,87,non_utilisable
58,217,262,103,utilisable
58,228,261,80,utilisable
58,231,134,60,utilisable
58,262,158,96,utilisable
58,273,295,88,utilisable
58,279,397,122,utilisable
58,284,91,92,utilisable
58,300,107,93,utilisable
58,302,200,122,non_utilisable
58,314,372,91,utilisable
58,316,366,88,utilisable
58,346,356,73,utilisable
58,359,419,69,utilisable
58,362,437,85,utilisable
58,368,167,130,utilisable
58,374,390,106,non_utilisable
58,381,228,77,utilisable
58,389,132,66,utilisable
58,396,464,88,utilisable
58,399,107,72,utilisable
58,404,362,68,utilisable
58,407,93,89,non_utilisable
58,411,130,75,utilisable
58,423,219,122,utilisable
58,467,441,75,utilisable
58,468,189,70,non_utilisable
58,473,329,60,utilisable
58,497,339,128,non_utilisable
58,499,242,118,non_utilisable
59,61,472,91,non_utilisable
59,62,466,124,utilisable
59,66,411,108,utilisable
59,80,291,92,utilisable
59,81,267,114,non_utilisable
59,83,178,78,non_utilisable
59,88,446,101,utilisable
59,96,259,95,non_utilisable
59,103,497,124,non_utilisable
59,108,59,111,utilisable
59,117,110,67,utilisable
59,123,254,127,utilisable
59,130,281,114,utilisable
59,131,368,126,utilisable
59,142,99,108,utilisable
59,165,52,66,non_utilisable
59,183,163,89,utilisable
59,188,382,69,utilisable
59,195,451,103,utilisable
59,201,437,102,utilisable
59,207,232,120,utilisable
59,219,255,93,utilisable
59,224,325,106,utilisable
59,237,391,101,utilisable
59,257,144,114,utilisable
59,270,500,94,utilisable
59,271,95,118,non_utilisable
59,273,132,96,utilisable
59,305,72,62,utilisable
59,317,405,66,utilisable
59,372,158,66,utilisable
59,373,332,79,utilisable
59,383,207,72,utilisable
59,388,86,62,utilisable
59,409,360,99,utilisable
59,416,270,127,utilisable
59,426,411,81,utilisable
59,436,224,119,non_utilisable
59,452,366,63,utilisable
59,472,471,91,utilisable
59,484,266,94,utilisable
59,492,184,93,non_utilisable
59,497,481,78,utilisable
60,71,178,98,non_utilisable
60,73,139,60,utilisable
60,77,302,122,utilisable
60,84,460,94,utilisable
60,109,89,62,utilisable
60,123,486,118,utilisable
60,127,130,112,utilisable
60,147,174,103,non_utilisable
60,152,316,89,utilisable
60,164,433,76,non_utilisable
60,169,60,103,non_utilisable
60,170,54,109,utilisable
60,174,393,74,utilisable
60,185,453,114,utilisable
60,231,59,88,non_utilisable
60,232,325,81,utilisable
60,237,405,100,non_utilisable
60,240,207,62,utilisable
60,268,245,73,non_utilisable
60,284,183,95,utilisable
60,300,218,90,utilisable
60,312,264,128,utilisable
60,313,54,94,utilisable
60,329,483,118,non_utilisable
60,356,171,94,non_utilisable
60,370,444,90,utilisable
60,375,367,112,utilisable
60,394,118,93,utilisable
60,404,411,79,utilisable
60,430,240,128,utilisable
60,434,346,72,utilisable
60,449,175,104,non_utilisable
60,481,250,99,non_utilisable
60,483,349,100,utilisable
60,492,56,72,utilisable
60,495,65,117,utilisable
61,63,299,120,non_utilisable
61,72,75,70,utilisable
61,76,279,67,utilisable
61,142,477,90,utilisable
61,145,159,68,utilisable
61,147,154,115,utilisable
61,151,70,65,utilisable
61,153,322,69,non_utilisable
61,170,244,115,non_utilisable
61,174,216,106,utilisable
61,195,379,73,utilisable
61,196,97,72,utilisable
61,215,314,129,utilisable
61,227,424,81,utilisable
61,228,117,115,utilisable
61,229,368,124,utilisable
61,243,347,97,utilisable
61,247,350,88,non_utilisable
61,254,118,96,non_utilisable
61,259,276,123,utilisable
61,261,179,85,utilisable
61,268,270,93,utilisable
61,269,423,95,utilisable
61,279,486,116,utilisable
61,287,287,110,utilisable
61,303,405,127,non_utilisable
61,326,238,81,non_utilisable
61,336,118,93,utilisable
61,349,257,108,utilisable
61,360,345,100,utilisable
61,381,318,82,utilisable
61,408,137,113,utilisable
61,416,123,118,non_utilisable
61,420,132,89,utilisable
61,427,380,80,utilisable
61,441,271,92,utilisable
61,448,475,83,utilisable
61,455,474,77,non_utilisable
61,459,115,123,non_utilisable
61,463,181,103,utilisable
61,470,184,79,utilisable
61,473,433,66,utilisable
61,479,212,68,utilisable
61,482,104,102,utilisable
61,487,207,85,non_utilisable
61,489,306,112,utilisable
61,493,442,72,utilisable
61,498,245,120,utilisable
62,77,421,96,utilisable
62,97,89,121,utilisable
62,129,493,78,non_utilisable
62,135,208,85,utilisable
62,143,191,84,utilisable
62,149,333,103,utilisable
62,154,69,109,utilisable
62,156,243,60,utilisable
62,161,438,96,utilisable
62,185,478,86,non_utilisable
62,187,106,88,utilisable
62,195,430,74,non_utilisable
62,196,265,74,non_utilisable
62,208,191,119,non_utilisable
62,218,464,85,utilisable
62,220,330,85,non_utilisable
62,221,429,80,utilisable
62,224,86,108,utilisable
62,231,497,61,utilisable
62,233,216,125,utilisable
62,238,483,120,utilisable
62,254,92,62,utilisable
62,259,492,120,utilisable
62,260,499,103,non_utilisable
62,261,479,128,non_utilisable
62,264,282,119,non_utilisable
62,265,245,96,utilisable
62,296,286,129,utilisable
62,308,204,111,utilisable
62,327,466,71,non_utilisable
62,329,495,60,non_utilisable
62,338,391,77,utilisable
62,362,74,95,utilisable
62,370,487,76,utilisable
62,426,287,71,utilisable
62,429,309,124,non_utilisable
62,456,215,102,utilisable
62,458,54,97,utilisable
62,467,121,120,utilisable
62,473,208,118,utilisable
63,87,179,79,utilisable
63,115,178,107,utilisable
63,142,300,126,non_utilisable
63,150,415,98,utilisable
63,171,369,87,utilisable
63,174,103,111,utilisable
63,189,155,77,utilisable
63,236,367,92,utilisable
63,238,369,128,utilisable
63,252,304,107,utilisable
63,264,487,105,non_utilisable
63,285,167,64,utilisable
63,302,153,112,utilisable
63,311,459,115,non_utilisable
63,325,254,117,non_utilisable
63,330,122,109,utilisable
63,343,396,102,non_utilisable
63,396,77,98,utilisable
63,397,483,68,utilisable
63,399,94,77,utilisable
63,418,358,85,utilisable
63,427,206,106,utilisable
63,466,96,110,utilisable
63,487,83,93,utilisable
63,499,388,74,utilisable
64,66,359,78,utilisable
64,91,155,64,utilisable
64,97,168,63,utilisable
64,114,90,76,utilisable
64,116,316,66,utilisable
64,128,342,85,utilisable
64,149,481,91,utilisable
64,154,100,122,utilisable
64,184,433,121,non_utilisable
64,206,340,113,utilisable
64,234,431,126,non_utilisable
64,235,113,109,utilisable
64,236,350,119,utilisable
64,254,120,106,utilisable
64,282,438,76,non_utilisable
64,291,238,69,utilisable
64,292,423,123,utilisable
64,297,103,102,utilisable
64,301,111,98,non_utilisable
64,302,111,93,utilisable
64,314,478,129,utilisable
64,339,92,101,non_utilisable
64,360,110,64,utilisable
64,363,407,113,utilisable
64,368,173,85,utilisable
64,406,91,100,non_utilisable
64,409,360,102,utilisable
64,410,126,79,utilisable
64,414,473,120,non_utilisable
64,440,93,79,utilisable
64,465,420,75,non_utilisable
64,471,333,80,utilisable
64,473,166,125,utilisable
64,488,188,69,utilisable
65,72,439,63,utilisable
65,83,479,102,utilisable
65,84,307,101,utilisable
65,93,467,122,utilisable
65,94,465,73,utilisable
65,97,337,128,utilisable
65,103,175,93,utilisable
65,120,272,91,utilisable
65,123,479,127,utilisable
65,141,147,83,utilisable
65,153,159,75,utilisable
65,166,281,68,utilisable
65,170,287,112,utilisable
65,180,273,121,utilisable
65,208,78,118,utilisable
65,226,387,122,utilisable
65,227,487,120,non_utilisable
65,230,267,124,utilisable
65,247,368,122,utilisable
65,252,261,101,utilisable
65,253,456,108,non_utilisable
65,267,246,94,utilisable
65,271,254,96,utilisable
65,276,185,76,non_utilisable
65,295,345,122,non_utilisable
65,304,225,120,non_utilisable
65,306,132,76,utilisable
65,312,379,82,utilisable
65,327,458,98,utilisable
65,349,225,76,utilisable
65,359,375,83,utilisable
65,378,164,75,utilisable
65,400,349,123,utilisable
65,410,186,63,utilisable
65,419,207,120,non_utilisable
65,428,400,105,utilisable
65,438,57,126,utilisable
65,441,327,91,non_utilisable
65,442,138,102,utilisable
65,443,107,118,utilisable
65,447,141,89,utilisable
65,450,301,110,utilisable
65,455,500,60,utilisable
65,473,463,97,non_utilisable
65,492,348,115,utilisable
65,498,476,110,utilisable
66,67,457,86,utilisable
66,95,123,109,utilisable
66,103,309,128,utilisable
66,106,500,62,utilisable
66,126,75,108,non_utilisable
66,130,249,105,utilisable
66,144,395,63,utilisable
66,169,328,82,utilisable
66,173,493,129,utilisable
66,178,327,83,utilisable
66,188,62,93,utilisable
66,233,55,89,utilisable
66,244,63,62,utilisable
66,258,283,93,utilisable
66,263,369,78,non_utilisable
66,276,480,119,utilisable
66,281,500,73,utilisable
66,286,84,69,utilisable
66,287,159,111,non_utilisable
66,290,102,128,utilisable
66,302,136,90,utilisable
66,306,322,114,utilisable
66,311,299,129,non_utilisable
66,317,461,74,utilisable
66,333,67,88,utilisable
66,336,442,90,non_utilisable
66,337,410,81,utilisable
66,338,476,78,utilisable
66,365,162,65,utilisable
66,372,471,71,non_utilisable
66,379,285,78,non_utilisable
66,412,98,75,non_utilisable
66,425,389,67,non_utilisable
66,435,485,78,utilisable
66,438,403,80,utilisable
66,439,166,72,utilisable
66,443,56,130,utilisable
66,446,232,79,utilisable
66,447,443,126,utilisable
66,457,382,101,utilisable
66,472,482,123,utilisable
66,475,427,82,utilisable
66,482,136,114,utilisable
66,496,442,95,non_utilisable
67,79,124,90,utilisable
67,82,461,66,utilisable
67,91,368,101,utilisable
67,105,266,120,utilisable
67,119,396,89,non_utilisable
67,125,79,104,utilisable
67,127,421,120,utilisable
67,145,198,127,non_utilisable
67,147,450,118,utilisable
67,152,417,71,utilisable
67,158,201,71,utilisable
67,164,489,83,utilisable
67,166,342,64,non_utilisable
67,171,458,80,non_utilisable
67,179,324,88,utilisable
67,184,275,110,non_utilisable
67,189,326,103,utilisable
67,192,164,63,non_utilisable
67,203,370,68,utilisable
67,215,329,61,utilisable
67,221,451,124,non_utilisable
67,224,357,92,utilisable
67,236,393,83,utilisable
67,239,91,117,utilisable
67,240,238,130,non_utilisable
67,255,240,67,utilisable
67,260,174,113,utilisable
67,266,119,79,utilisable
67,271,434,125,utilisable
67,272,353,102,utilisable
67,279,343,116,non_utilisable
67,280,100,130,non_utilisable
67,292,196,74,utilisable
67,302,275,89,utilisable
67,316,362,117,utilisable
67,319,161,66,utilisable
67,346,184,119,utilisable
67,351,65,126,non_utilisable
67,354,280,65,utilisable
67,382,270,88,utilisable
67,441,89,128,utilisable
67,483,268,60,utilisable
67,488,453,91,utilisable
67,497,281,71,non_utilisable
68,72,206,115,utilisable
68,87,266,111,utilisable
68,97,305,107,utilisable
68,104,207,60,utilisable
68,114,408,124,non_utilisable
68,119,68,94,non_utilisable
68,123,488,112,utilisable
68,138,235,77,utilisable
68,141,437,79,utilisable
68,148,104,104,utilisable
68,153,51,66,utilisable
68,157,475,102,utilisable
68,164,312,92,utilisable
68,174,220,114,non_utilisable
68,177,168,127,utilisable
68,179,349,110,utilisable
68,184,483,103,utilisable
68,192,479,118,utilisable
68,208,315,99,utilisable
68,218,93,114,utilisable
68,222,241,66,utilisable
68,225,276,128,utilisable
68,238,325,97,utilisable
68,242,141,93,non_utilisable
68,252,239,85,utilisable
68,256,274,91,utilisable
68,269,492,106,utilisable
68,274,138,60,utilisable
68,287,428,74,utilisable
68,289,129,99,utilisable
68,292,381,76,utilisable
68,298,230,122,utilisable
68,301,68,116,utilisable
68,320,272,76,utilisable
68,324,409,117,utilisable
68,334,375,79,non_utilisable
68,338,257,106,non_utilisable
68,341,190,62,non_utilisable
68,354,279,68,utilisable
68,356,398,85,utilisable
68,364,331,95,utilisable
68,382,340,107,non_utilisable
68,383,116,114,utilisable
68,393,478,96,utilisable
68,394,345,125,utilisable
68,410,244,84,utilisable
68,412,326,80,utilisable
68,414,309,119,utilisable
68,421,187,60,utilisable
68,429,155,91,utilisable
68,455,459,130,utilisable
68,461,396,115,non_utilisable
68,483,333,125,non_utilisable
68,494,231,120,utilisable
69,71,188,107,utilisable
69,81,260,71,utilisable
69,125,435,121,non_utilisable
69,136,119,108,utilisable
69,137,304,120,utilisable
69,143,286,120,utilisable
69,147,60,111,utilisable
69,150,311,104,utilisable
69,151,96,65,utilisable
69,152,303,111,utilisable
69,156,64,129,non_utilisable
69,166,140,61,utilisable
69,167,468,116,utilisable
69,173,122,71,utilisable
69,182,145,89,utilisable
69,212,350,112,utilisable
69,222,432,68,non_utilisable
69,223,446,117,utilisable
69,236,355,66,utilisable
69,247,235,115,non_utilisable
69,260,240,120,non_utilisable
69,283,409,126,utilisable
69,300,494,70,utilisable
69,301,257,79,utilisable
69,309,338,112,utilisable
69,321,105,90,non_utilisable
69,323,141,107,utilisable
69,336,73,121,non_utilisable
69,343,465,119,utilisable
69,345,394,66,utilisable
69,377,80,95,utilisable
69,388,282,100,utilisable
69,389,432,78,utilisable
69,395,202,129,utilisable
69,406,210,76,non_utilisable
69,408,152,76,utilisable
69,412,212,118,non_utilisable
69,415,393,93,utilisable
69,416,173,113,utilisable
69,423,403,105,utilisable
69,425,56,126,utilisable
69,436,223,98,utilisable
69,449,235,75,utilisable
69,495,87,69,utilisable
69,497,277,121,utilisable
69,498,53,78,utilisable
70,78,158,75,utilisable
70,89,158,105,non_utilisable
70,112,499,116,utilisable
70,120,370,105,utilisable
70,132,106,78,utilisable
70,134,425,101,utilisable
70,135,492,110,utilisable
70,143,109,93,utilisable
70,150,455,107,utilisable
70,155,342,85,non_utilisable
70,175,125,75,utilisable
70,182,198,105,utilisable
70,187,436,65,utilisable
70,207,173,85,utilisable
70,208,489,67,utilisable
70,217,115,114,utilisable
70,226,249,76,utilisable
70,227,145,124,non_utilisable
70,253,338,122,utilisable
70,255,443,64,utilisable
70,263,396,90,utilisable
70,274,88,102,utilisable
70,276,133,89,utilisable
70,296,302,102,non_utilisable
70,307,72,115,utilisable
70,309,106,77,non_utilisable
70,315,123,114,utilisable
70,331,489,71,non_utilisable
70,336,494,101,utilisable
70,342,281,76,utilisable
70,343,393,76,non_utilisable
70,347,294,105,utilisable
70,350,186,99,utilisable
70,355,469,93,utilisable
70,365,74,110,utilisable
70,372,421,119,utilisable
70,404,273,122,non_utilisable
70,413,458,84,utilisable
70,418,479,97,utilisable
70,420,349,72,utilisable
70,421,149,94,utilisable
70,437,473,104,utilisable
70,438,289,64,utilisable
70,439,488,101,utilisable
70,440,386,87,non_utilisable
70,441,429,128,non_utilisable
70,446,310,60,utilisable
70,469,122,111,utilisable
70,473,75,128,utilisable
70,474,205,99,utilisable
70,476,61,98,utilisable
70,482,269,94,utilisable
70,486,217,125,utilisable
70,488,210,106,utilisable
70,499,253,66,utilisable
71,73,138,119,utilisable
71,84,62,112,utilisable
71,185,189,63,utilisable
71,188,207,66,utilisable
71,196,301,106,non_utilisable
71,214,111,93,utilisable
71,229,169,122,utilisable
71,231,90,86,utilisable
71,234,353,123,utilisable
71,244,161,63,utilisable
71,247,303,77,utilisable
71,254,194,75,utilisable
71,261,259,81,utilisable
71,263,406,97,utilisable
71,274,227,66,utilisable
71,276,183,97,utilisable
71,290,483,66,non_utilisable
71,291,400,73,utilisable
71,295,382,82,utilisable
71,302,407,89,utilisable
71,328,469,109,utilisable
71,332,133,115,utilisable
71,341,497,124,utilisable
71,352,402,126,non_utilisable
71,364,109,96,utilisable
71,366,166,126,utilisable
71,369,82,112,utilisable
71,391,428,111,utilisable
71,413,354,110,utilisable
71,414,246,101,utilisable
71,420,214,99,utilisable
71,426,113,116,utilisable
71,428,318,100,non_utilisable
71,432,489,121,utilisable
71,434,224,101,utilisable
71,459,486,85,non_utilisable
71,463,497,74,utilisable
71,475,468,126,utilisable
71,482,167,116,non_utilisable
71,484,247,129,utilisable
71,486,167,108,utilisable
71,488,186,128,utilisable
72,78,369,99,utilisable
72,80,428,60,utilisable
72,81,425,115,non_utilisable
72,97,391,106,utilisable
72,104,486,78,non_utilisable
72,108,274,82,utilisable
72,126,422,88,utilisable
72,129,198,94,utilisable
72,160,74,66,non_utilisable
72,180,73,65,utilisable
72,228,230,79,non_utilisable
72,255,225,128,utilisable
72,267,119,83,utilisable
72,285,406,119,utilisable
72,289,50,77,utilisable
72,291,228,93,utilisable
72,294,450,98,non_utilisable
72,315,184,86,utilisable
72,316,288,62,utilisable
72,328,418,130,non_utilisable
72,331,134,83,non_utilisable
72,362,484,123,non_utilisable
72,374,72,105,non_utilisable
72,375,88,79,utilisable
72,413,188,86,utilisable
72,418,351,105,utilisable
72,419,376,75,utilisable
72,420,280,108,utilisable
72,421,459,97,utilisable
72,443,402,95,utilisable
72,454,479,105,utilisable
72,463,84,116,utilisable
72,465,428,63,utilisable
72,476,97,119,utilisable
73,80,483,81,utilisable
73,86,197,98,utilisable
73,110,226,64,utilisable
73,112,316,114,non_utilisable
73,124,376,94,utilisable
73,128,389,122,utilisable
73,133,153,70,utilisable
73,147,395,81,non_utilisable
73,156,379,114,non_utilisable
73,160,62,75,non_utilisable
73,164,415,87,utilisable
73,170,203,114,utilisable
73,173,397,128,utilisable
73,175,123,72,utilisable
73,186,366,114,utilisable
73,187,480,70,non_utilisable
73,191,63,61,non_utilisable
73,207,115,71,non_utilisable
73,227,433,112,utilisable
73,271,315,101,utilisable
73,279,144,67,utilisable
73,282,228,119,non_utilisable
73,283,87,126,utilisable
73,287,353,89,utilisable
73,288,500,96,utilisable
73,311,80,76,non_utilisable
73,330,135,127,utilisable
73,345,240,73,non_utilisable
73,349,322,104,non_utilisable
73,368,230,79,utilisable
73,375,358,77,utilisable
73,382,353,124,utilisable
73,388,227,99,non_utilisable
73,394,417,129,utilisable
73,395,232,63,utilisable
73,402,51,98,utilisable
73,406,204,128,utilisable
73,413,351,120,utilisable
73,427,164,64,utilisable
73,436,423,88,utilisable
73,441,222,106,non_utilisable
73,445,416,80,utilisable
73,449,349,112,utilisable
73,467,357,101,non_utilisable
73,480,232,69,utilisable
74,80,353,64,utilisable
74,83,204,127,utilisable
74,85,130,70,utilisable
74,87,408,60,utilisable
74,94,269,93,utilisable
74,102,357,126,utilisable
74,104,384,89,utilisable
74,108,415,100,utilisable
74,128,439,82,utilisable
74,130,198,109,utilisable
74,135,476,113,utilisable
74,148,397,115,utilisable
74,158,351,92,utilisable
74,165,435,124,utilisable
74,167,247,128,utilisable
74,183,340,61,utilisable
74,189,58,67,utilisable
74,190,159,95,non_utilisable
74,199,75,83,utilisable
74,200,111,61,utilisable
74,205,341,63,utilisable
74,211,172,65,utilisable
74,226,391,104,utilisable
74,244,193,82,utilisable
74,251,417,126,utilisable
74,257,137,122,non_utilisable
74,268,258,63,utilisable
74,272,459,121,non_utilisable
74,288,123,61,utilisable
74,302,314,115,utilisable
74,305,378,81,utilisable
74,307,481,80,utilisable
74,319,253,94,utilisable
74,333,446,81,utilisable
74,355,482,60,utilisable
74,366,360,90,utilisable
74,373,102,102,utilisable
74,383,158,86,non_utilisable
74,390,101,62,utilisable
74,398,359,124,utilisable
74,402,301,63,utilisable
74,434,192,93,utilisable
74,440,403,118,non_utilisable
74,455,223,111,non_utilisable
74,458,429,99,non_utilisable
74,464,126,100,non_utilisable
74,467,134,76,utilisable
74,484,212,116,utilisable
74,489,388,66,utilisable
74,497,218,80,utilisable
75,84,431,89,utilisable
75,87,343,87,utilisable
75,100,328,115,utilisable
75,107,291,120,utilisable
75,108,388,95,utilisable
75,125,73,125,utilisable
75,136,91,111,utilisable
75,161,386,70,utilisable
75,169,455,123,utilisable
75,173,95,97,utilisable
75,189,436,107,non_utilisable
75,198,330,129,utilisable
75,207,142,117,non_utilisable
75,210,197,60,utilisable
75,228,209,107,utilisable
75,229,107,109,utilisable
75,231,359,103,utilisable
75,237,494,84,utilisable
75,246,304,128,utilisable
75,284,239,123,utilisable
75,324,59,116,utilisable
75,334,71,67,utilisable
75,340,92,129,utilisable
75,344,321,103,utilisable
75,354,68,78,utilisable
75,355,234,79,utilisable
75,360,271,96,utilisable
75,363,125,125,utilisable
75,377,102,74,utilisable
75,380,150,119,utilisable
75,397,384,110,non_utilisable
75,426,443,88,utilisable
75,428,393,83,utilisable
75,432,387,77,utilisable
75,444,385,85,utilisable
75,445,62,68,non_utilisable
75,456,400,125,non_utilisable
75,460,290,79,utilisable
75,467,134,62,utilisable
75,472,290,122,utilisable
75,488,393,79,utilisable
75,493,267,111,utilisable
76,80,92,69,non_utilisable
76,96,359,108,utilisable
76,109,77,83,utilisable
76,116,331,80,utilisable
76,148,271,109,non_utilisable
76,152,303,69,utilisable
76,154,494,84,utilisable
76,160,72,128,utilisable
76,164,286,67,non_utilisable
76,169,95,96,utilisable
76,173,117,83,utilisable
76,176,253,105,utilisable
76,188,118,65,utilisable
76,191,323,92,utilisable
76,198,364,73,utilisable
76,218,429,67,non_utilisable
76,222,346,65,non_utilisable
76,231,475,107,utilisable
76,255,354,65,utilisable
76,261,335,62,utilisable
76,264,356,96,non_utilisable
76,267,296,74,utilisable
76,269,351,70,non_utilisable
76,291,249,64,utilisable
76,293,93,71,utilisable
76,295,132,62,utilisable
76,307,237,62,utilisable
76,311,194,105,utilisable
76,337,111,129,utilisable
76,344,76,73,utilisable
76,350,53,82,utilisable
76,354,444,115,utilisable
76,377,418,123,utilisable
76,381,149,81,utilisable
76,386,143,100,utilisable
76,400,119,89,utilisable
76,404,487,94,utilisable
76,414,176,109,utilisable
76,426,366,94,utilisable
76,428,490,117,non_utilisable
76,433,160,69,utilisable
76,441,460,123,non_utilisable
76,448,186,127,utilisable
76,456,168,61,utilisable
76,479,223,100,non_utilisable
77,85,261,76,utilisable
77,89,334,126,non_utilisable
77,95,56,71,utilisable
77,124,292,126,utilisable
77,127,62,78,utilisable
77,141,58,91,non_utilisable
77,151,350,71,utilisable
77,164,59,117,non_utilisable
77,186,176,61,utilisable
77,195,488,94,utilisable
77,218,478,109,utilisable
77,235,115,62,utilisable
77,249,403,106,utilisable
77,261,233,62,utilisable
77,269,357,93,utilisable
77,271,165,118,utilisable
77,285,301,99,non_utilisable
77,287,374,101,utilisable
77,295,223,60,utilisable
77,317,456,127,utilisable
77,340,69,108,utilisable
77,355,447,126,utilisable
77,360,87,86,utilisable
77,366,245,61,utilisable
77,373,60,87,utilisable
77,375,476,122,utilisable
77,379,233,115,non_utilisable
77,383,235,69,non_utilisable
77,389,83,74,utilisable
77,392,50,109,utilisable
77,402,331,60,utilisable
77,408,205,121,utilisable
77,420,66,129,utilisable
77,445,287,91,utilisable
77,446,257,104,utilisable
77,452,374,65,utilisable
77,469,216,125,utilisable
77,473,339,67,utilisable
77,487,494,111,utilisable
77,489,359,88,non_utilisable
78,110,350,119,utilisable
78,114,152,113,utilisable
78,118,357,122,utilisable
78,121,124,74,utilisable
78,130,400,121,utilisable
78,133,138,126,utilisable
78,135,205,96,utilisable
78,137,333,118,non_utilisable
78,145,262,93,non_utilisable
78,189,249,83,utilisable
78,196,93,89,utilisable
78,219,242,121,utilisable
78,221,314,109,utilisable
78,237,423,112,non_utilisable
78,246,109,72,utilisable
78,255,77,122,utilisable
78,279,145,93,utilisable
78,280,257,124,utilisable
78,306,177,98,utilisable
78,307,461,123,utilisable
78,318,265,90,utilisable
78,333,67,113,utilisable
78,351,333,73,utilisable
78,363,202,67,utilisable
78,370,307,87,utilisable
78,374,257,87,utilisable
78,393,222,97,utilisable
78,395,305,94,utilisable
78,409,397,107,non_utilisable
78,411,366,100,non_utilisable
78,415,290,111,utilisable
78,432,434,104,utilisable
78,434,207,75,utilisable
78,463,386,87,utilisable
78,468,349,84,utilisable
78,496,469,99,utilisable
79,122,347,67,non_utilisable
79,131,374,64,utilisable
79,135,94,103,utilisable
79,139,384,60,utilisable
79,149,377,91,utilisable
79,159,101,75,utilisable
79,171,53,128,utilisable
79,182,445,98,utilisable
79,197,77,97,utilisable
79,202,304,128,non_utilisable
79,203,304,90,non_utilisable
79,231,366,124,utilisable
79,240,496,103,utilisable
79,246,279,77,non_utilisable
79,250,236,98,utilisable
79,251,233,110,utilisable
79,257,227,106,utilisable
79,263,261,61,utilisable
79,275,423,85,utilisable
79,282,393,77,utilisable
79,301,188,105,utilisable
79,302,281,102,non_utilisable
79,325,419,102,non_utilisable
79,348,493,119,utilisable
79,360,104,110,utilisable
79,364,351,121,utilisable
79,388,405,76,utilisable
79,405,500,97,non_utilisable
79,420,182,71,utilisable
79,428,468,107,utilisable
79,432,273,117,non_utilisable
79,455,319,66,utilisable
79,464,396,121,non_utilisable
79,471,80,120,utilisable
79,479,467,88,utilisable
79,480,322,96,non_utilisable
79,491,167,88,utilisable
79,493,229,101,non_utilisable
79,499,153,115,utilisable
80,89,282,90,utilisable
80,90,163,75,utilisable
80,104,138,124,utilisable
80,120,188,115,utilisable
80,140,286,125,utilisable
80,142,472,93,utilisable
80,147,352,124,utilisable
80,156,247,129,utilisable
80,177,170,95,non_utilisable
80,202,453,64,utilisable
80,210,50,73,non_utilisable
80,225,353,117,non_utilisable
